ï»¿datasheet_id|line|ability_id|model|name|description|type|parameter|
000000523|5|||Implacable Resilience|Each time an attack is allocated to this model, subtract 1 from that attackâs Damage characteristic.|Datasheet||
000000523|6|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000524|1|000008346||||Core||
000000524|2|000008369||||Faction||
000000524|3|||Resurrection Orb|Once per battle, while the bearer is leading a unit, at the end of any phase, it can resurrect that unit if it is on the battlefield. When you do, that unitâs Reanimation Protocols are activated, reanimating D6 wounds rather than D3 when doing so. You cannot resurrect more than one unit per turn.|Wargear||
000000524|4|||Relentless March|While this model is leading a unit, add 1" to the Move characteristic of models in that unit.|Datasheet||
000000524|5|||The Lordâs Will|While this model is leading a unit, you can target that unit with Stratagems even when it is Battle-shocked.|Datasheet||
000000527|1|000008346||||Core||
000000527|2|000008369||||Faction||
000000527|3|||Transient Madness|While this model is leading a unit, at the start of your Command phase, roll one D6: until the start of your next Command phase, weapons equipped by models in that unit gain the ability below that corresponds with that roll:<br><ul><li>1-2: [SUSTAINED HITS 1] </li><li>3-4: [LETHAL HITS] </li><li>5-6: [DEVASTATING WOUNDS]</li></ul>|Datasheet||
000000527|4|||Lord of Deceit (Aura)|Each time your opponent targets a unit from their army with a Stratagem, if that unit is within 12" of this model, increase the cost of that use of that Stratagem by 1CP.|Datasheet||
000000528|1|000008346||||Core||
000000528|2|000008369||||Faction||
000000528|3|||Ghostwalk Mantle|While this model is leading a unit, models in that unit have the Fights First ability.|Datasheet||
000000528|4|||The Vargardâs Duty|While this model is in the same unit as Nemesor Zahndrekh, Character models in that unit have the Feel No Pain 4+ ability.|Datasheet||
000000530|1|000008346||||Core||
000000530|2|000008369||||Faction||
000000530|3|||Master Chronomancer|While this model is leading a unit, models in that unit have a 4+ invulnerable save.|Datasheet||
000000530|4|||The Stars Are Right|Once per battle, at the start of the Fight phase, this model can use this ability. If it does, until the end of the phase, triple the Attacks and Strength characteristics of this modelâs Staff of Tomorrow and every successful Wound roll made for this modelâs attacks scores a Critical Wound.|Datasheet||
000000531|1|000008346||||Core||
000000531|2|000008369||||Faction||
000000531|3|||Lord of the Pyrrhian Eternals|While this model is leading a unit, each time a model in that unit makes an attack, add 1 to the Wound roll.|Datasheet||
000000531|4|||Mind in the Machine|At the start of your opponentâs Shooting phase, select one enemy <span class="kwb">VEHICLE</span> unit within 12" of and visible to this model. That unit must take a Leadership test. If that test is passed, until the end of the phase, each time a model in that unit makes an attack, subtract 1 from the Hit roll; if that test is failed, that unit is not eligible to shoot this phase.|Datasheet||
000000531|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000532|1|000008346||||Core||
000000532|2|000008369||||Faction||
000000532|3|||Ancient Collector|While this model is leading a unit, at the end of your Command phase, if that unit is within range of an objective marker you control, it remains under your control, even if you have no models within range of it, until your opponent controls it at start or end of any turn.|Datasheet||
000000532|4|||Surrogate Hosts|At the start of your Command phase, if this model is on the battlefield, you can select one other friendly Necrons Infantry Character model on the battlefield (excluding Skorpekh Lord or Epic Hero models). The selected model is destroyed (ignoring any rules that are triggered when a model is destroyed) and this model is put in its place, with all of its wounds remaining (if the selected model was leading a unit, this model now attaches to that unit as its Leader).|Datasheet||
000000533|1|000008339||||Core|1|
000000533|2|000008369||||Faction||
000000533|3|||Resurrection Orb|Once per battle, at the end of any phase, select one friendly NECRONS INFANTRY or NECRONS MOUNTED unit within 6" of the bearer and resurrect that unit. When you do, that unitâs Reanimation Protocols are activated, reanimating D6 wounds rather than D3 when doing so. You cannot resurrect more than one unit per turn.|Wargear||
000000533|4|||Carrier Wave (Aura)|While a friendly <span class="kwb">NECRONS</span> unit is within 6" of this model, add 1 to the Objective Control characteristic of models in that unit.|Datasheet||
000000533|5|||Advanced Quantum Shielding|Each time an attack targets this model, if the Strength characteristic of that attack is greater than this modelâs Toughness characteristic, subtract 1 from the Wound roll.|Datasheet||
000000534|1|000008369||||Faction||
000000534|2|||Their Number is Legion|Each time this unitâs Reanimation Protocols activate, you can re-roll the dice to see how many wounds are reanimated.|Datasheet||
000000535|1|000008369||||Faction||
000000535|2|||Implacable Eradication|Each time a model in this unit makes an attack, re-roll a Wound roll of 1. If the target of that attack is an enemy unit within range of an objective marker, you can re-roll the Wound roll instead.|Datasheet||
000000536|1|000008369||||Faction||
000000536|2|||Dispersion Shield|The bearer has a 4+ invulnerable save.|Wargear||
000000536|3|||Guardian Protocols|While a Noble model is leading this unit, each time an attack targets this unit, if the Strength characteristic of that attack is greater than this unitâs Toughness characteristic, subtract 1 from the Wound roll.|Datasheet||
000000537|1|000008343||||Core||
000000537|2|000008369||||Faction||
000000537|3|||Hyperspace Hunters|Once per turn, in the Reinforcements step of your opponentâs Movement phase, when an enemy unit is set up on the battlefield from Reserves within 18" of and visible to this unit, this unit can shoot as if it were your Shooting phase, but must only target that enemy unit when doing so, and can only do so if that enemy unit is an eligible target.|Datasheet||
000000538|1|000008345||||Core||
000000538|2|000008337||||Core||
000000538|3|000008369||||Faction||
000000538|4|||Flesh Hunger|Each time a model in this unit makes a melee attack, if the target of that attack is Below Half-strength, a successful Hit roll scores a Critical Hit.|Datasheet||
000000539|1|000008343||||Core||
000000539|2|000008369||||Faction||
000000539|3|||Relentless Combatants|You can re-roll Charge rolls made for this unit, and this unit is eligible to declare a charge in a turn in which it Fell Back.|Datasheet||
000000540|1|000008339||||Core|D3|
000000540|2|000008344||||Core|8"|
000000540|3|000008369||||Faction||
000000540|4|||Targeting Relay|In your Shooting phase, each time this model is selected to shoot, after resolving its attacks, select one enemy unit that was hit by one or more of those attacks. Until the end of the phase, that unit cannot have the Benefit of Cover.|Datasheet||
000000541|1|000008339||||Core|D6|
000000541|2|000008343||||Core||
000000541|3|000008338||||Core|5+|
000000541|4|000008369||||Faction||
000000541|5|||Drain Life|At the end of the Fight phase, roll one D6 for each enemy unit within 6" of this model: on a 4+, that enemy unit suffers D3 mortal wounds.|Datasheet||
000000541|6|||Necrodermis|Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack.|Datasheet||
000000541|7|||ENSLAVED STAR GOD|This model cannot be your <span class="kwb">WARLORD</span>.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000542|1|000008339||||Core|D6|
000000542|2|000008343||||Core||
000000542|3|000008338||||Core|5+|
000000542|4|000008337||||Core||
000000542|5|000008369||||Faction||
000000542|6|||Grand Illusion|If your army includes this model, after both players have deployed their armies, select up to three <span class="kwb">NECRONS</span> units from your army and redeploy them. When doing so, any of those units can be placed into Strategic Reserves, regardless of how many units are already in Strategic Reserves.|Datasheet||
000000542|7|||Necrodermis|Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack.|Datasheet||
000000542|8|||ENSLAVED STAR GOD|This model cannot be your <span class="kwb">WARLORD</span>.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000543|1|000008339||||Core|D3|
000000543|2|000008369||||Faction||
000000543|3|||Repair Barge|Once per turn, just after an enemy unit finishes making its attacks, if one or more friendly NECRON WARRIORS units within 3" of this model lost one or more wounds as a result of those attacks, this model can use this ability. If it does, select one of those <span class="kwb">NECRON</span> <span class="kwb">WARRIORS</span> units; that unitâs Reanimation Protocols activate. The same <span class="kwb">NECRON</span> <span class="kwb">WARRIORS</span> unit cannot be selected for this ability more than once per turn.|Datasheet||
000000544|1|000008339||||Core|D3|
000000544|2|000008343||||Core||
000000544|3|000008369||||Faction||
000000544|4|||Translocation Beams|At the end of the Fight phase, if there are no models currently embarked within this <span class="kwb">TRANSPORT</span>, you can select one friendly Necrons Infantry unit wholly within 6" of this <span class="kwb">TRANSPORT</span>. Unless that unit is within Engagement Range of one or more enemy units, it can embark within this <span class="kwb">TRANSPORT</span>.|Datasheet||
000000544|5|||Quantum Invader|This model can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules.|Datasheet||
000000545|1|000008339||||Core|D3|
000000545|2|000008369||||Faction||
000000545|3|||Atavistic Instigation|Each time this model targets an enemy unit with its heavy death ray, your opponent must declare if that unit will stand firm or duck for cover:<br><ul><li>If it stands firm, when resolving ranged attacks against that unit this phase, a successful unmodified Hit roll of 5+ scores a Critical Hit.  </li><li>If it ducks for cover, until the start of your next Shooting phase, each time a model in that unit makes an attack, subtract 1 from the Hit roll.</li></ul>|Datasheet||
000000546|1|000008369||||Faction||
000000546|2|||Wraith Form|Each time this unit ends a Normal move, you can select one enemy unit it moved over during that move and roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
000000548|1|000008344||||Core|9"|
000000548|2|000008369||||Faction||
000000548|3|||Nebuloscope|Ranged weapons equipped by the bearer have the [IGNORES COVER] ability.|Wargear||
000000548|4|||Shadowloom|The bearer has the Stealth ability.|Wargear||
000000548|5|||Shieldvanes|The bearer has a 3+ Save characteristic and a Move characteristic of 8".|Wargear||
000000548|6|||Evasion Engrams|In your Shooting phase, after this unit has shot, it can make a Normal move of up to 6". If it does, until the end of the turn, this unit is not eligible to declare a charge.|Datasheet||
000000551|1|000008339||||Core|1|
000000551|2|000008369||||Faction||
000000551|3|||Fabricator Claw Array (Aura)|While a friendly Necrons Vehicle unit is within 6" of the bearer, that unit has the Feel No Pain 6+ ability.|Wargear||
000000551|4|||Gloom Prism (Aura)|While a friendly <span class="kwb">NECRONS</span> unit is within 6" of the bearer, models in that unit have the Feel No Pain 5+ ability against mortal wounds and Psychic Attacks.|Wargear||
000000551|5|||Canoptek Swarm|In your Command phase, select one friendly Canoptek Scarab Swarm unit within 6" of this unit. One destroyed model is returned to that <span class="kwb">CANOPTEK</span> <span class="kwb">SCARAB</span> <span class="kwb">SWARM</span> unit for each <span class="kwb">SPYDER</span> model in this unit.|Datasheet||
000000552|1|000008339||||Core|D6|
000000552|2|000008343||||Core||
000000552|3|000008369||||Faction||
000000552|4|||Eternity Gate|In the Reinforcements step of your Movement phase, you can select one Necrons Infantry unit from your army that is either in Reserves or on the battlefield (if you select the latter, remove that unit from the battlefield and place it into Reserves). That unit is then set up anywhere on the battlefield that is wholly within 6" of this model and not within Engagement Range of any enemy models. That unit cannot declare a charge this turn.|Datasheet||
000000553|1|000008339||||Core|1|
000000553|2|000008369||||Faction||
000000553|3|||Malevolent Arcing|In your Shooting phase, each time you select a target for this modelâs twin tesla destructor, roll one D6 for the target unit and one D6 for every other enemy unit within 3" of the target unit. On a 5+, the unit being rolled for is struck by arcing energies; after resolving all of this modelâs attacks against the target unit, each unit struck by arcing energies suffers D3 mortal wounds.|Datasheet||
000000554|1|000008339||||Core|D3|
000000554|2|000008369||||Faction||
000000554|3|||Overwhelming Obliteration|In your Movement phase, if this model Remains Stationary, until the end of the turn, its doomsday cannon has the [DEVASTATING WOUNDS] ability.|Datasheet||
000000555|1|000008339||||Core|D6|
000000555|2|000008343||||Core||
000000555|3|000008338||||Core|5+|
000000555|4|000008369||||Faction||
000000555|5|||Transdimensional Displacement|Each time this model is selected to Advance, you can remove it from the battlefield and set it up again anywhere on the battlefield that is more than 9" horizontally away from all enemy units.|Datasheet||
000000555|6|||Necrodermis|Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack.|Datasheet||
000000555|7|||ENSLAVED STAR GOD|This model cannot be your <span class="kwb">WARLORD</span>.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000555|8|||CâTAN SHARD|This model cannot be given Enhancements.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000556|1|000008339||||Core|D6+3|
000000556|2|000008369||||Faction||
000000556|3|||Powers of the Câtan|In your Shooting phase, when this model is selected to shoot, first select up to two different Câtan Powers weapons (see left). Until the end of the phase, this model is equipped with those weapons in addition to its other weapons (this model cannot make attacks with any other Câtan Powers weapon you did not select in this way this phase).|Datasheet||
000000557|1|000008339||||Core|D6|
000000557|2|000008343||||Core||
000000557|3|000008369||||Faction||
000000557|4|||Gravitic Pulse|At the start of your opponentâs Movement phase, you can select one enemy unit within 18" of and visible to this model. Until the end of the turn, halve the Move characteristic of models in that unit and halve Advance and Charge rolls made for that unit. In addition, if that unit can FLY, until the start of your next Movement phase, roll one D6 each time that unit ends any type of move: on a 4+, that unit suffers D3 mortal wounds.|Datasheet||
000000558|1|000008343||||Core||
000000558|2|000008369||||Faction||
000000558|3|||Gloom Prism (Aura)|While a friendly <span class="kwb">NECRONS</span> unit is within 6" of the bearer, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks.|Wargear||
000000558|4|||Snaking Ambush|You can target this unit with the Heroic Intervention Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|Datasheet||
000000559|1|000008345||||Core||
000000559|2|000008369||||Faction||
000000559|3|||Damaged Armour|In your Shooting phase, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, each time a friendly <span class="kwb">NECRONS</span> model makes an attack that targets that unit, on a Critical Wound, improve the Armour Penetration characteristic of that attack by 1.|Datasheet||
000000560|1|000008343||||Core||
000000560|2|000008369||||Faction||
000000560|3|||Gloom Prism (Aura)|While a friendly <span class="kwb">NECRONS</span> unit is within 6" of the bearer, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks.|Wargear||
000000560|4|||Aggressor Guardian|Each time an attack targets this model, if this model is within range of an objective marker, worsen the Armour Penetration characteristic of that attack by 1. In addition, each time this model makes an attack that targets a unit within range of an objective marker, improve the Armour Penetration characteristic of that attack by 1.|Datasheet||
000000561|1|000008339||||Core|D3|
000000561|2|000008369||||Faction||
000000561|3|||Death Sphere Bombardment|Each time this model ends a Normal move, you can select one enemy unit it moved over during that move and roll six D6: for each 3+, that unit suffers 1 mortal wound.|Datasheet||
000000562|1|000008339||||Core|D3|
000000562|2|000008369||||Faction||
000000562|3|||Teleportation Matrix|Once per battle, at the end of your opponentâs turn, if this <span class="kwb">FORTIFICATION</span> is not within Engagement Range of one or more enemy units, you can remove it from the battlefield. In the Reinforcements step of your next Movement phase, set it up anywhere on the battlefield that is more than 9" horizontally away from all enemy models. If the battle ends and this <span class="kwb">FORTIFICATION</span> is not on the battlefield, it is destroyed.|Datasheet||
000000562|4|||Phase-shifted Cover|Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class="kwb">FORTIFICATION</span>, that model has the Benefit of Cover against that attack.|Datasheet||
000000562|5|||FORTIFICATION|While an enemy unit is only within Engagement Range of one or more Fortifications from your army:<br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll.</li><li>Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle-shocked, except for those that will move over enemy models when doing so.</li></ul>|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000564|1|000008339||||Core|1|
000000564|2|000008369||||Faction||
000000564|3|||Gravitational Field|Each time an enemy unit selects this model as the target of a charge, subtract 2 from the Charge roll (this is not cumulative with any other reductions to that Charge roll).|Datasheet||
000000567|1|000008339||||Core|D6+2|
000000567|2|000008369||||Faction||
000000567|3|||Phase Shift Generator (Aura)|While a friendly <span class="kwb">NECRONS</span> unit is within 3" of this Fortification, models in that unit have a 5+ invulnerable save against ranged attacks.|Datasheet||
000000567|4|||Phase-shifted Cover|Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class="kwb">FORTIFICATION</span>, that model has the Benefit of Cover against that attack.|Datasheet||
000000567|5|||FORTIFICATION|While an enemy unit is only within Engagement Range of one or more Fortifications from your army<br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll. </li><li>Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle-shocked, except for those that will move over enemy models when doing so.</li></ul>|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000568|1|000008346||||Core||
000000568|2|000009894||||Faction||
000000568|3|||Diviner of Futures|At the start of your Command phase, if this model is on the battlefield, you gain 1CP.|Datasheet||
000000568|4|||Doom (Psychic)|At the end of your Movement phase, select one enemy unit within 18" of and visible to this model. Until the start of your next Command phase, each time a friendly <span class="kwb">AELDARI</span> model makes an attack that targets that enemy unit, add 1 to the Wound roll.|Datasheet||
000000569|1|000008346||||Core||
000000569|2|000009894||||Faction||
000000569|3|||Hero of Iyanden|While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.|Datasheet||
000000569|4|||Prince of Corsairs|If your army includes this model, after both players have deployed their armies, select up to three <span class="kwb">AELDARI</span> units from your army and redeploy them. When doing so, you can set those units up in Strategic Reserves if you wish, regardless of how many units are already in Strategic Reserves.|Datasheet||
000000570|1|000008345||||Core||
000000570|2|000008346||||Core||
000000570|3|000008337||||Core||
000000570|4|000009894||||Faction||
000000570|5|||Bringer of the True Death|While this model is leading a unit, each time a model in that unit makes an attack, you can re-roll the Wound roll.|Datasheet||
000000570|6|||Hunter Unseen|This modelâs unit can only be selected as the target of a ranged attack if the attacking model is within 12".|Datasheet||
000000571|1|000008346||||Core||
000000571|2|000009894||||Faction||
000000571|3|||Tactical Acumen|While this model is leading a unit, in your Shooting phase, after that unit has shot, it can make a Normal move of up to 6". If it does, until the end of the turn, that unit is not eligible to declare a charge.|Datasheet||
000000571|4|||Hand of Asuryan|Once per battle, when this model is selected to shoot, it can use this ability. If it does, until the end of the phase, its Bloody Twins weapon has a Damage characteristic of 3 and the [ANTI-INFANTRY 5+] and [DEVASTATING WOUNDS] abilities.|Datasheet||
000000572|1|000008340||||Core||
000000572|2|000008346||||Core||
000000572|3|000009894||||Faction||
000000572|4|||Whirling Death|While this model is leading a unit, each time that unit Advances, do not make an Advance roll. Instead, until the end of the phase, add 6" to the Move characteristic of models in that unit and each time a model in that unit makes an Advance move, ignore any vertical distance when determining the total distance that model can be moved during that move.|Datasheet||
000000572|5|||Storm of Silence|Each time this model makes an attack that targets a <span class="kwb">CHARACTER</span> unit, you can re-roll the Wound roll.|Datasheet||
000000573|1|000008345||||Core||
000000573|2|000008346||||Core||
000000573|3|000009894||||Faction||
000000573|4|||The Scorpionâs Bite|Melee weapons equipped by the bearer have the [DEVASTATING WOUNDS] ability when targeting units without the <span class="kwb">TITANIC</span> keyword.|Wargear||
000000573|5|||Shadow Hunter|While this model is leading a unit, each time a model in that unit makes an attack, add 1 to the Hit roll.|Datasheet||
000000573|6|||Sustained Assault|Each time this model makes a melee attack, if it made a Charge move this turn, a successful unmodified Hit roll of 4+ scores a Critical Hit.|Datasheet||
000000574|1|000008346||||Core||
000000574|2|000009894||||Faction||
000000574|3|||Burning Lance|While this model is leading a unit, add 6" to the Range characteristic of Melta weapons equipped by models in that unit.|Datasheet||
000000574|4|||Unquenchable Resolve|The first time this model is destroyed, at the end of the phase, roll one D6: on a 2+, set this model back up on the battlefield as close as possible to where it was destroyed and not within Engagement Range of one or more enemy units, with its full wounds remaining.|Datasheet||
000000575|1|000008343||||Core||
000000575|2|000008346||||Core||
000000575|3|000009894||||Faction||
000000575|4|||Cloudstrider|While this model is leading a unit, at the end of your opponentâs turn, if that unit is not within Engagement Range of one or more enemy units, you can remove it from the battlefield and place it into Strategic Reserves. In addition, while this model is leading a unit, when that unit is set up on the battlefield using the Deep Strike ability, in your movement phase, it can use this ability. If it does, that unit can be set up anywhere on the battlefield that is more than 6" horizontally away from all enemy models, but until the end of the turn, it is not eligible to declare a charge.â|Datasheet||
000000575|5|||Cry of the Wind|Each time this model is set up on the battlefield, until the end of the turn, each time this model makes a ranged attack, a successful unmodified Hit roll scores a Critical Hit.|Datasheet||
000000576|1|000008346||||Core||
000000576|2|000009894||||Faction||
000000576|3|||Harvester of Souls|While this model is leading a unit, in your Shooting phase, after selecting targets for that unitâs attacks, if every attack targets the same unit, roll one D6 for the target unit and one D6 for every other enemy unit within 3" of the target unit. On a 5+, the unit being rolled for is struck by explosive debris; after resolving all of that unitâs attacks against the target unit, each unit struck by explosive debris suffers D3 mortal wounds.|Datasheet||
000000576|4|||Face of Death|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. That enemy unit must take a Battle-shock test, subtracting 1 from the result.|Datasheet||
000000577|1|000008346||||Core||
000000577|2|000009894||||Faction||
000000577|3|||Superlative Strategist|While this model is leading a unit, you can re-roll Advance rolls made for that unit, and you can re-roll any rolls made for that unit while it is performing an Agile Manoeuvre.|Datasheet||
000000577|4|||Path of Command|Once per battle round, one model from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that usage of that Stratagem by 1CP.|Datasheet||
000000577|5|||ASPECT TRAINING|<ul><li>While this model is leading a Howling Banshees unit, it has the Fights First ability.</li><li>While this model is leading a Striking Scorpions unit, it has the Infiltrators, Scouts 7" and Stealth abilities.</li></ul>|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000000580|1|000008346||||Core||
000000580|2|000009894||||Faction||
000000580|3|||Ride the Wind|While this model is leading a unit, each time that unit Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6" to the Move characteristic of models in that unit.|Datasheet||
000000580|4|||Path of Command|Once per battle round, one model from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that usage of that Stratagem by 1CP.|Datasheet||
000000581|1|000008339||||Core|D3|
000000581|2|000009894||||Faction||
000000581|3|||Molten Form|Each time an attack is allocated to this model, halve the Damage characteristic of that attack.|Datasheet||
000000581|4|||The Bloody-Handed (Aura)|While a friendly <span class="kwb">AELDARI</span> unit is within 6" of this model, add 1 to Advance and Charge rolls made for that unit.|Datasheet||
000000582|1|000008346||||Core||
000000582|2|000009894||||Faction||
000000582|3|||Branching Fates (Psychic)|While this model is leading a unit, once per phase, you can change the result of one Hit roll, one Wound roll or one Damage roll made for a model in that unit (excluding Support Weapon models) to an unmodified 6.|Datasheet||
000000582|4|||Guide (Psychic)|At the end of your Movement phase, select one enemy unit within 18" of and visible to this model. Until the start of your next Command phase, each time a friendly <span class="kwb">AELDARI</span> model makes an attack that targets that enemy unit, add 1 to the Hit roll. Each unit can only be selected for this ability once per turn.|Datasheet||
000000583|1|000008346||||Core||
000000583|2|000009894||||Faction||
000000583|3|||Branching Fates (Psychic)|While this model is leading a unit, once per phase, you can change the result of one Hit roll, one Wound roll or one Damage roll made for a model in that unit to an unmodified 6.|Datasheet||
000000583|4|||Misfortune (Psychic)|At the end of your Movement phase, select one enemy unit within 18" of and visible to this model. Until the start of your next Command phase, each time a model in that unit makes an attack, subtract 1 from the Wound roll. Each unit can only be selected for this ability once per turn.|Datasheet||
000000584|1|000008346||||Core||
000000584|2|000009894||||Faction||
000000584|3|||Protect (Psychic)|While a Farseer model is leading this unit, each time an attack targets this unit, subtract 1 from the Wound roll.|Datasheet||
000000584|4|||Psychic Communion (Psychic)|Each time this unit is selected to shoot, for each Warlock model in this unit, until the end of the phase, add 1 to the Attacks and Strength characteristics of that modelâs Destructor weapon for each other friendly Aeldari Psyker model within 6" of that model (to a maximum of +2).|Datasheet||
000000585|1|000008346||||Core||
000000585|2|000009894||||Faction||
000000585|3|||Runes of Fortune (Psychic)|Each time an enemy unit declares a charge, if one or more units with this ability are selected as a target of that charge, subtract 2 from the Charge roll.|Datasheet||
000000585|4|||Psychic Communion (Psychic)|Each time this model is selected to shoot, until the end of the phase, add 1 to the Attacks and Strength characteristics of its Destructor weapon for each other friendly Aeldari Psyker model within 6" of this model (to a maximum of +2).|Datasheet||
000000587|1|000008346||||Core||
000000587|2|000009894||||Faction||
000000587|3|||Runes of Battle (Psychic)|Weapons equipped by models in this unit have the [IGNORES COVER] ability.|Datasheet||
000000587|4|||Psychic Communion (Psychic)|Each time this unit is selected to shoot, for each Warlock model in this unit, until the end of the phase, add 1 to the Attacks and Strength characteristics of that modelâs Destructor weapon for each other friendly Aeldari Psyker model within 6" of that model (to a maximum of +2).|Datasheet||
000000588|1|000008337||||Core||
000000588|2|000009894||||Faction||
000000588|3|||Spiritseer|While this model is within 3" of one or more friendly Wraith Construct units, this model has the Lone Operative ability.|Datasheet||
000000588|4|||Spirit Mark (Psychic)|Once per turn, in your Movement phase, when this model starts or ends a move, select one friendly Wraith Construct unit within 6" of this model (excluding TITANIC units) and one enemy unit visible to this model. Until the start of your next Movement phase, weapons equipped by models in that friendly unit have the [SUSTAINED HITS 1] ability while targeting that enemy unit.|Datasheet||
000000588|5|||Tears of Isha (Psychic)|In your Command phase, select one friendly Wraith Construct unit within 6" of this model. If one or more models in that unit are destroyed, you can return one destroyed model to that unit. Otherwise, one model in that unit regains up to D3 lost wounds. Each unit can only be selected for this ability once per turn.|Datasheet||
000000589|1|000009894||||Faction||
000000589|2|||Fleet of Foot|This unit can perform the Fade Back Agile Manoeuvre without spending a Battle Focus token to do so. It can do so even if other units have done so in the same phase, and doing so does not prevent other units from performing the same Agile Manoeuvre in the same phase.|Datasheet||
000000589|3|||Crewed Platform|When the last Guardian Defender model in this unit is destroyed, any remaining Heavy Weapon Platform models in this unit are also destroyed.|Datasheet||
000000590|1|000009894||||Faction||
000000590|2|||Stormblades|At the end of your Command phase, if this unit is within range of an objective marker you control, that objective marker remains under your control until your opponentâs Level of Control over that objective marker is greater than yours at the end of a phase.|Datasheet||
000000590|3|||Crewed Platform|When the last Storm Guardian model in this unit is destroyed, any remaining Serpentâs Scale Platform models in this unit are also destroyed.|Datasheet||
000000590|4|||Serpent Shield|Models in the bearerâs unit have a 5+ invulnerable save.|Wargear||
000000591|1|000009894||||Faction||
000000591|2|||Swift Demise|Each time a model in this unit makes a ranged attack, re-roll a Hit roll of 1. If the target of that attack is the closest eligible target, you can re-roll the Hit roll instead.|Datasheet||
000000592|1|000008345||||Core||
000000592|2|000008337||||Core||
000000592|3|000009894||||Faction||
000000592|4|||Path of the Outcast|Once per turn, when an enemy unit ends a Normal, Advance or Fall Back move within 9" of this unit, it can make a Normal move of up to D6".|Datasheet||
000000593|1|000009894||||Faction||
000000593|2|||Bladestorm|Ranged weapons equipped by models in this unit have the [SUSTAINED HITS 1] ability while targeting an enemy unit within half range.|Datasheet||
000000593|3|||Shimmershield|The bearer has a 4+ invulnerable save.|Wargear||
000000593|4|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding <span class="kwb">CHARACTER</span> models) to an unmodified 6.<br><br><b>Designerâs Note:</b> <i>Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.</i>|Wargear||
000000594|1|000008340||||Core||
000000594|2|000009894||||Faction||
000000594|3|||Acrobatic|This unit is eligible to declare a charge in a turn in which it Advanced or Fell Back.|Datasheet||
000000594|4|||Aspect Shrine Token|Once per battle for each Aspect Shrine token this unit has, you can change the result of one Hit roll or one Wound roll made for a model in this unit (excluding <span class="kwb">CHARACTER</span> models) to an unmodified 6.<br><br><b>Designerâs Note:</b> <i>Place an Aspect Shrine token next to the unit for each Aspect Shrine token it has, removing one each time this ability is used.</i>|Wargear||
000000595|1|000008345||||Core||
000000595|2|000008344||||Core|7"|
000000595|3|000008337||||Core||
000000595|4|000009894||||Faction||
000000595|5|||Mandiblasters|Each time a model in this unit makes a melee attack, if it made a Charge move this turn, an unmodified Hit roll of 5+ scores a Critical Hit.|Datasheet||
