ï»¿datasheet_id|detachment_ability_id|
000000046|000009990|
000000046|000008365|
000000046|000009794|
000000049|000008875|
000000049|000009794|
000000049|000008365|
000000050|000009794|
000000050|000008365|
000000050|000008875|
000000051|000008365|
000000052|000009990|
000000052|000008365|
000000052|000009794|
000000052|000008875|
000000053|000008365|
000000054|000008365|
000000055|000008365|
000000056|000008365|
000000057|000008365|
000000057|000008871|
000000059|000008365|
000000060|000010620|
000000060|000009834|
000000060|000010154|
000000060|000008493|
000000060|000008481|
000000060|000008770|
000000060|000010627|
000000060|000008473|
000000060|000010367|
000000060|000008477|
000000060|000009842|
000000060|000009732|
000000060|000010626|
000000060|000010399|
000000060|000010391|
000000060|000008374|
000000060|000008521|
000000060|000010463|
000000060|000008777|
000000060|000009850|
000000060|000008485|
000000060|000008489|
000000060|000010268|
000000060|000010621|
000000060|000008355|
000000060|000009242|
000000060|000010459|
000000061|000008485|
000000061|000008489|
000000061|000008481|
000000061|000009842|
000000061|000010459|
000000061|000010391|
000000061|000010626|
000000061|000009850|
000000061|000009834|
000000061|000008770|
000000061|000008374|
000000061|000010627|
000000061|000010399|
000000061|000010620|
000000061|000008355|
000000061|000010621|
000000061|000010463|
000000061|000009732|
000000061|000008493|
000000061|000010268|
000000061|000008477|
000000061|000010367|
000000061|000008473|
000000061|000008777|
000000061|000010154|
000000063|000008477|
000000063|000008777|
000000063|000008355|
000000063|000010459|
000000063|000008481|
000000063|000010626|
000000063|000010620|
000000063|000010621|
000000063|000010463|
000000063|000010627|
000000063|000010399|
000000063|000010154|
000000063|000010367|
000000063|000008489|
000000063|000010391|
000000063|000009842|
000000063|000008485|
000000063|000008770|
000000063|000008521|
000000063|000009732|
000000063|000008493|
000000063|000008473|
000000063|000008374|
000000063|000010268|
000000063|000009834|
000000064|000010463|
000000064|000010459|
000000064|000008355|
000000064|000010626|
000000064|000010154|
000000064|000009189|
000000064|000010627|
000000064|000009834|
000000064|000010621|
000000064|000008770|
000000064|000010620|
000000064|000010391|
000000064|000010367|
000000064|000008477|
000000064|000008777|
000000064|000010399|
000000064|000010268|
000000064|000009842|
000000064|000009732|
000000064|000008493|
000000064|000008489|
000000064|000008485|
000000064|000008473|
000000064|000008374|
000000064|000008481|
000000064|000009850|
000000065|000009842|
000000065|000008473|
000000065|000010620|
000000065|000010399|
000000065|000009732|
000000065|000008777|
000000065|000008493|
000000065|000010627|
000000065|000010626|
000000065|000008489|
000000065|000008477|
000000065|000008355|
000000065|000008481|
000000065|000010621|
000000065|000008485|
000000065|000008521|
000000065|000010391|
000000065|000010463|
000000065|000009834|
000000065|000008374|
000000065|000010459|
000000065|000008770|
000000065|000010367|
000000065|000010268|
000000066|000010621|
000000066|000010391|
000000066|000010268|
000000066|000008521|
000000066|000010620|
000000066|000008355|
000000066|000010463|
000000066|000010627|
000000066|000008777|
000000066|000010367|
000000066|000009834|
000000066|000008477|
000000066|000008770|
000000066|000010399|
000000066|000010626|
000000066|000009842|
000000066|000008374|
000000066|000010459|
000000066|000009732|
000000066|000008481|
000000066|000008485|
000000066|000008489|
000000066|000008493|
000000066|000008473|
000000067|000010399|
000000067|000010627|
000000067|000010626|
000000067|000008481|
000000067|000008777|
000000067|000010391|
000000067|000008477|
000000067|000010367|
000000067|000010268|
000000067|000010621|
000000067|000008355|
000000067|000009842|
000000067|000010459|
000000067|000009732|
000000067|000010463|
000000067|000008493|
000000067|000008489|
000000067|000008485|
000000067|000010620|
000000067|000008473|
000000067|000008374|
000000067|000009834|
000000067|000008521|
000000067|000008770|
000000068|000008473|
000000068|000008374|
000000068|000009834|
000000068|000010459|
000000068|000010627|
000000068|000009850|
000000068|000009189|
000000068|000008481|
000000068|000008355|
000000068|000010391|
000000068|000008521|
000000068|000010463|
000000068|000010620|
000000068|000010154|
000000068|000010367|
000000068|000008770|
000000068|000010626|
000000068|000010399|
000000068|000008777|
000000068|000010621|
000000068|000008477|
000000068|000010268|
000000068|000009842|
000000068|000009732|
000000068|000008493|
000000068|000008489|
000000068|000008485|
000000070|000009834|
000000070|000010367|
000000070|000009242|
000000070|000010459|
000000070|000009842|
000000070|000008374|
000000070|000009732|
000000070|000010399|
000000070|000010154|
000000070|000008777|
000000070|000010626|
000000070|000010268|
000000070|000010391|
000000070|000008493|
000000070|000010627|
000000070|000008489|
000000070|000008485|
000000070|000008770|
000000070|000010620|
000000070|000008355|
000000070|000008477|
000000070|000009850|
000000070|000008473|
000000070|000008481|
000000070|000010621|
000000070|000010463|
000000071|000010459|
000000071|000009834|
000000071|000010627|
000000071|000010620|
000000071|000010391|
000000071|000008770|
000000071|000009850|
000000071|000010367|
000000071|000008481|
000000071|000008355|
000000071|000010399|
000000071|000010463|
000000071|000008521|
000000071|000008777|
000000071|000010268|
000000071|000009842|
000000071|000009732|
000000071|000008493|
000000071|000008489|
000000071|000008485|
000000071|000010626|
000000071|000008473|
000000071|000010621|
000000071|000008374|
000000071|000008477|
000000071|000008773|
000000071|000009242|
000000071|000010154|
000000072|000010463|
000000072|000008481|
000000072|000008777|
000000072|000010268|
000000072|000010627|
000000072|000009842|
000000072|000008770|
000000072|000010620|
000000072|000008477|
000000072|000008374|
000000072|000008473|
000000072|000008521|
000000072|000009834|
000000072|000010399|
000000072|000009732|
000000072|000010367|
000000072|000008485|
000000072|000010459|
000000072|000010621|
000000072|000010626|
000000072|000008355|
000000072|000008493|
000000072|000010391|
000000072|000008489|
000000073|000009732|
000000073|000010268|
000000073|000010399|
000000073|000008770|
000000073|000009242|
000000073|000008777|
000000073|000010627|
000000073|000010463|
000000073|000008521|
000000073|000008493|
000000073|000010459|
000000073|000010154|
000000073|000008485|
000000073|000010367|
000000073|000008355|
000000073|000008374|
000000073|000010621|
000000073|000010626|
000000073|000009834|
000000073|000010620|
000000073|000009850|
000000073|000008489|
000000073|000010391|
000000073|000009842|
000000073|000008477|
000000073|000008481|
000000073|000008473|
000000076|000008777|
000000076|000009842|
000000076|000009247|
000000076|000009732|
000000076|000008493|
000000076|000008489|
000000076|000010391|
000000076|000008485|
000000076|000008481|
000000076|000008521|
000000076|000009850|
000000076|000010367|
000000076|000009834|
000000076|000008355|
000000076|000008477|
000000076|000010399|
000000076|000010627|
000000076|000008770|
000000076|000010621|
000000076|000008374|
000000076|000010463|
000000076|000010620|
000000076|000010154|
000000076|000010626|
000000076|000009242|
000000076|000008473|
000000076|000010459|
000000076|000010268|
000000079|000010268|
000000079|000008489|
000000079|000010621|
000000079|000010463|
000000079|000008493|
000000079|000010459|
000000079|000009732|
000000079|000010367|
000000079|000009850|
000000079|000008477|
000000079|000008481|
000000079|000008355|
000000079|000009784|
000000079|000010391|
000000079|000008374|
000000079|000008770|
000000079|000010620|
000000079|000008777|
000000079|000010399|
000000079|000009834|
000000079|000008473|
000000079|000010154|
000000079|000010626|
000000079|000010627|
000000079|000008773|
000000079|000008485|
000000079|000009842|
000000079|000008521|
000000079|000009254|
000000081|000008481|
000000081|000010391|
000000081|000008777|
000000081|000010154|
000000081|000010626|
000000081|000010459|
000000081|000008521|
000000081|000010367|
000000081|000008770|
000000081|000009850|
000000081|000008485|
000000081|000009732|
000000081|000008489|
000000081|000008477|
000000081|000010621|
000000081|000009242|
000000081|000008493|
000000081|000008355|
000000081|000009834|
000000081|000010620|
000000081|000008473|
000000081|000010627|
000000081|000009842|
000000081|000010463|
000000081|000010399|
000000081|000008374|
000000081|000010268|
000000083|000008481|
000000083|000008521|
000000083|000008489|
000000083|000010391|
000000083|000010268|
000000083|000008374|
000000083|000010463|
000000083|000010620|
000000083|000010627|
000000083|000009834|
000000083|000008777|
000000083|000009732|
000000083|000008770|
000000083|000008473|
000000083|000008477|
000000083|000008493|
000000083|000010459|
000000083|000010621|
000000083|000009842|
000000083|000010154|
000000083|000008355|
000000083|000009242|
000000083|000008485|
000000083|000010399|
000000083|000009850|
000000083|000009189|
000000083|000010367|
000000083|000010626|
000000084|000008521|
000000084|000008477|
000000084|000008355|
000000084|000010367|
000000084|000008481|
000000084|000010620|
000000084|000010621|
000000084|000010626|
000000084|000010399|
000000084|000010627|
000000084|000010459|
000000084|000008777|
000000084|000010268|
000000084|000009842|
000000084|000010391|
000000084|000009732|
000000084|000008493|
000000084|000008489|
000000084|000008485|
000000084|000008473|
000000084|000008374|
000000084|000009834|
000000084|000008770|
000000084|000010463|
000000085|000009732|
000000085|000010268|
000000085|000009842|
000000085|000008485|
000000085|000008473|
000000085|000008481|
000000085|000010627|
000000085|000010367|
000000085|000010620|
000000085|000010399|
000000085|000010621|
000000085|000008374|
000000085|000008521|
000000085|000008355|
000000085|000010463|
000000085|000010459|
000000085|000008477|
000000085|000008493|
000000085|000010391|
000000085|000010626|
000000085|000008489|
000000085|000008770|
000000085|000009834|
000000085|000008777|
000000086|000010620|
000000086|000008493|
000000086|000010268|
000000086|000008777|
000000086|000009842|
000000086|000010459|
000000086|000009834|
000000086|000008481|
000000086|000008355|
000000086|000010626|
000000086|000010367|
000000086|000010463|
000000086|000010399|
000000086|000008374|
000000086|000008473|
000000086|000008477|
000000086|000010391|
000000086|000010621|
000000086|000008489|
000000086|000010627|
000000086|000008521|
000000086|000009732|
000000086|000008770|
000000086|000008485|
000000087|000009842|
000000087|000009732|
000000087|000010367|
000000087|000008493|
000000087|000008770|
000000087|000009834|
000000087|000010627|
000000087|000010621|
000000087|000010626|
000000087|000008485|
000000087|000010463|
000000087|000008374|
000000087|000008521|
000000087|000010459|
000000087|000010391|
000000087|000008473|
000000087|000010620|
000000087|000008489|
000000087|000010399|
000000087|000008481|
000000087|000008477|
000000087|000008777|
000000087|000010268|
000000087|000008355|
000000091|000010621|
000000091|000010459|
000000091|000008481|
000000091|000008473|
000000091|000008374|
000000091|000008777|
000000091|000010391|
000000091|000010268|
000000091|000010463|
000000091|000010367|
000000091|000008485|
000000091|000010627|
000000091|000010620|
000000091|000008521|
000000091|000009834|
000000091|000008770|
000000091|000009732|
000000091|000008355|
000000091|000010399|
000000091|000009842|
000000091|000008493|
000000091|000010626|
000000091|000009850|
000000091|000008489|
000000091|000008477|
000000092|000009732|
000000092|000010391|
000000092|000008477|
000000092|000008770|
000000092|000010459|
000000092|000009842|
000000092|000010399|
000000092|000010621|
000000092|000010268|
000000092|000008481|
000000092|000010626|
000000092|000010627|
000000092|000010367|
000000092|000008473|
000000092|000008374|
000000092|000008777|
000000092|000009834|
000000092|000010620|
000000092|000008493|
000000092|000010463|
000000092|000008489|
000000092|000008485|
000000092|000008355|
000000092|000008521|
000000093|000009842|
000000093|000008473|
000000093|000008374|
000000093|000010268|
000000093|000008481|
000000093|000008777|
000000093|000009834|
000000093|000010399|
000000093|000010621|
000000093|000010620|
000000093|000010626|
000000093|000008355|
000000093|000010367|
000000093|000010463|
000000093|000008770|
000000093|000008485|
000000093|000010391|
000000093|000008521|
000000093|000010459|
000000093|000008477|
000000093|000010627|
000000093|000008489|
000000093|000008493|
000000093|000009732|
000000094|000008473|
000000094|000010463|
000000094|000008489|
000000094|000008493|
000000094|000008485|
000000094|000009842|
000000094|000008777|
000000094|000010367|
000000094|000008770|
000000094|000008355|
000000094|000010620|
000000094|000010154|
000000094|000008521|
000000094|000008374|
000000094|000010459|
000000094|000010399|
000000094|000009732|
000000094|000008477|
000000094|000010268|
000000094|000009834|
000000094|000008481|
000000094|000010627|
000000094|000010626|
000000094|000010391|
000000094|000010621|
000000095|000008777|
000000095|000008489|
000000095|000010399|
000000095|000010391|
000000095|000009842|
000000095|000009850|
000000095|000008521|
000000095|000010627|
000000095|000010268|
000000095|000008481|
000000095|000010621|
000000095|000008473|
000000095|000009732|
000000095|000008374|
000000095|000008493|
000000095|000009834|
000000095|000008477|
000000095|000010620|
000000095|000008770|
000000095|000008355|
000000095|000010626|
000000095|000010154|
000000095|000010367|
000000095|000010459|
000000095|000008485|
000000095|000010463|
000000096|000010620|
000000096|000010463|
000000096|000008481|
000000096|000010626|
000000096|000010459|
000000096|000008473|
000000096|000010391|
000000096|000010367|
000000096|000010399|
000000096|000008770|
000000096|000008374|
000000096|000009842|
000000096|000008777|
000000096|000009732|
000000096|000009834|
000000096|000009850|
000000096|000008493|
000000096|000008485|
000000096|000010268|
000000096|000008355|
000000096|000010621|
000000096|000008489|
000000096|000010627|
000000096|000008477|
000000096|000008521|
000000097|000010626|
000000097|000008477|
000000097|000008777|
000000097|000010268|
000000097|000010627|
000000097|000009842|
000000097|000009732|
000000097|000010391|
000000097|000008493|
000000097|000008521|
000000097|000009834|
000000097|000010459|
000000097|000008374|
000000097|000008473|
000000097|000010463|
000000097|000008485|
000000097|000010620|
000000097|000008489|
000000097|000008355|
000000097|000010621|
000000097|000010399|
000000097|000008770|
000000097|000010367|
000000097|000008481|
000000098|000008770|
000000098|000010620|
000000098|000009834|
000000098|000010367|
000000098|000008777|
000000098|000010268|
000000098|000009842|
000000098|000010626|
000000098|000009732|
000000098|000010391|
000000098|000008477|
000000098|000010399|
000000098|000008493|
000000098|000008489|
000000098|000008355|
000000098|000010627|
000000098|000008374|
000000098|000008473|
000000098|000010621|
000000098|000010463|
000000098|000008481|
000000098|000010459|
000000098|000008521|
000000098|000008485|
000000099|000008374|
000000099|000008521|
000000099|000009842|
000000099|000010399|
000000099|000008493|
000000099|000010463|
000000099|000008489|
000000099|000008777|
000000099|000009732|
000000099|000009834|
000000099|000010268|
000000099|000008485|
000000099|000008355|
000000099|000008473|
000000099|000010627|
000000099|000010626|
000000099|000010621|
000000099|000010391|
000000099|000010620|
000000099|000010459|
000000099|000008481|
000000099|000010367|
000000099|000008770|
000000099|000008477|
000000103|000008481|
000000103|000009242|
000000103|000008473|
000000103|000009732|
000000103|000008485|
000000103|000008374|
000000103|000009834|
000000103|000010627|
000000103|000008770|
000000103|000010459|
000000103|000008489|
000000103|000009842|
000000103|000008477|
000000103|000008355|
000000103|000010621|
000000103|000010399|
000000103|000010367|
000000103|000008777|
000000103|000010268|
000000103|000010391|
000000103|000010626|
000000103|000008493|
000000103|000010154|
000000103|000008521|
000000103|000009850|
000000103|000010463|
000000103|000010620|
000000104|000009842|
000000104|000010399|
000000104|000008493|
000000104|000010268|
000000104|000008477|
000000104|000008773|
000000104|000010620|
000000104|000010459|
000000104|000008481|
000000104|000010367|
000000104|000009850|
000000104|000009732|
000000104|000008355|
000000104|000010463|
000000104|000010154|
000000104|000010626|
000000104|000010627|
000000104|000010621|
000000104|000010391|
000000104|000008770|
000000104|000009834|
000000104|000008374|
000000104|000008777|
000000104|000008473|
000000104|000008485|
000000104|000008489|
000000107|000010268|
000000107|000010627|
000000107|000010620|
000000107|000008521|
000000107|000010459|
000000107|000010626|
000000107|000008777|
000000107|000010621|
000000107|000010367|
000000107|000009834|
000000107|000008374|
000000107|000010463|
000000107|000008481|
000000107|000008473|
000000107|000008485|
000000107|000008477|
000000107|000010391|
000000107|000008489|
000000107|000008493|
000000107|000008770|
000000107|000009732|
000000107|000009842|
000000107|000008355|
000000107|000010399|
000000110|000008355|
000000110|000008489|
000000110|000008485|
000000110|000008473|
000000110|000010627|
000000110|000008374|
000000110|000010620|
000000110|000010621|
000000110|000010459|
000000110|000010626|
000000110|000010367|
000000110|000010391|
000000110|000008481|
000000110|000008777|
000000110|000010268|
000000110|000009834|
000000110|000008521|
000000110|000008493|
000000110|000008477|
000000110|000008770|
000000110|000010399|
000000110|000010463|
000000110|000009842|
000000110|000009732|
000000111|000008473|
000000111|000008485|
000000111|000010399|
000000111|000010391|
000000111|000008489|
000000111|000008493|
000000111|000010367|
000000111|000009732|
000000111|000009842|
000000111|000010268|
000000111|000008777|
000000111|000010626|
000000111|000010463|
000000111|000009850|
000000111|000010620|
000000111|000008481|
000000111|000008355|
000000111|000010627|
000000111|000010459|
000000111|000008477|
000000111|000010621|
000000111|000008770|
000000111|000008521|
000000111|000009834|
000000111|000008374|
000000112|000010626|
000000112|000010154|
000000112|000010621|
000000112|000008489|
000000112|000009842|
000000112|000008481|
000000112|000009242|
000000112|000008374|
000000112|000008477|
000000112|000009732|
000000112|000010399|
000000112|000008770|
000000112|000010463|
000000112|000010268|
000000112|000010627|
000000112|000008777|
000000112|000010391|
000000112|000010459|
000000112|000008473|
000000112|000008485|
000000112|000008493|
000000112|000008521|
000000112|000009189|
000000112|000008355|
000000112|000010367|
000000112|000009834|
000000112|000010620|
000000112|000009850|
000000113|000008473|
000000113|000008477|
000000113|000010399|
000000113|000010463|
000000113|000008521|
000000113|000010459|
000000113|000010391|
000000113|000010627|
000000113|000009834|
000000113|000009732|
000000113|000010621|
000000113|000008355|
000000113|000010626|
000000113|000010268|
000000113|000008481|
000000113|000008493|
000000113|000008770|
000000113|000008374|
000000113|000010367|
000000113|000008777|
000000113|000008489|
000000113|000009842|
000000113|000008485|
000000113|000010620|
000000114|000008374|
000000114|000010268|
000000114|000010399|
000000114|000008521|
000000114|000008477|
000000114|000010391|
000000114|000010621|
000000114|000010367|
000000114|000010627|
000000114|000009842|
000000114|000009732|
000000114|000008473|
000000114|000008493|
000000114|000010463|
000000114|000010626|
000000114|000009834|
000000114|000008355|
000000114|000008489|
000000114|000008485|
000000114|000008777|
000000114|000008770|
000000114|000010620|
000000114|000010459|
000000114|000008481|
000000115|000008521|
000000115|000008481|
000000115|000010154|
000000115|000008777|
000000115|000008374|
000000115|000010367|
000000115|000010391|
000000115|000010399|
000000115|000008477|
000000115|000008473|
000000115|000008489|
000000115|000009254|
000000115|000010621|
000000115|000008355|
000000115|000008493|
000000115|000010626|
000000115|000009842|
000000115|000010459|
000000115|000009850|
000000115|000008770|
000000115|000009732|
000000115|000008773|
000000115|000010620|
000000115|000009834|
000000115|000010627|
000000115|000010268|
000000115|000010463|
000000115|000008485|
000000116|000008493|
000000116|000009732|
000000116|000008485|
000000116|000008473|
000000116|000008489|
000000116|000010459|
000000116|000010391|
000000116|000008481|
000000116|000010399|
000000116|000010463|
000000116|000009834|
000000116|000010621|
000000116|000010620|
000000116|000010626|
000000116|000010627|
000000116|000008355|
000000116|000010154|
000000116|000008777|
000000116|000008521|
000000116|000010268|
000000116|000009842|
000000116|000008374|
000000116|000008477|
000000116|000008770|
000000116|000010367|
000000117|000010621|
000000117|000010459|
000000117|000008355|
000000117|000009850|
000000117|000010627|
000000117|000010626|
000000117|000009834|
000000117|000008374|
000000117|000008477|
000000117|000008481|
000000117|000008521|
000000117|000010399|
000000117|000010620|
000000117|000008473|
000000117|000008770|
000000117|000010367|
000000117|000010268|
000000117|000008485|
000000117|000008489|
000000117|000010391|
000000117|000008493|
000000117|000009732|
000000117|000009842|
000000117|000008777|
000000117|000010463|
000000118|000008485|
000000118|000009834|
000000118|000008773|
000000118|000009254|
000000118|000010621|
000000118|000010620|
000000118|000008481|
000000118|000009850|
000000118|000008477|
000000118|000008770|
000000118|000010627|
000000118|000010154|
000000118|000009842|
000000118|000008777|
000000118|000010268|
000000118|000010367|
000000118|000008355|
000000118|000010463|
000000118|000010391|
000000118|000010626|
000000118|000008493|
000000118|000009732|
000000118|000008374|
000000118|000008489|
000000118|000010399|
000000118|000010459|
000000118|000008473|
000000119|000009850|
000000119|000009842|
000000119|000009247|
000000119|000008473|
000000119|000008477|
000000119|000008374|
000000119|000008777|
000000119|000008485|
000000119|000010391|
000000119|000008493|
000000119|000009732|
000000119|000008770|
000000119|000009834|
000000119|000010367|
000000119|000009242|
000000119|000010627|
000000119|000008489|
000000119|000010463|
000000119|000008355|
000000119|000010268|
000000119|000008481|
000000119|000010621|
000000119|000010620|
000000119|000010459|
000000119|000008521|
000000119|000010154|
000000119|000009784|
000000119|000010626|
000000119|000010399|
000000120|000010268|
000000120|000008777|
000000120|000010620|
000000120|000008355|
000000120|000010391|
000000120|000010627|
000000120|000010626|
000000120|000010621|
000000120|000008477|
000000120|000010459|
000000120|000010463|
000000120|000009850|
000000120|000008374|
000000120|000010367|
000000120|000010399|
000000120|000008770|
000000120|000009834|
000000120|000008481|
000000120|000008473|
000000120|000008485|
000000120|000008489|
000000120|000008493|
000000120|000008521|
000000120|000009732|
000000120|000009842|
000000121|000010459|
000000121|000008374|
000000121|000010367|
000000121|000008481|
000000121|000010268|
000000121|000009834|
000000121|000010463|
000000121|000008355|
000000121|000008777|
000000121|000009850|
000000121|000008770|
000000121|000009842|
000000121|000009732|
000000121|000010399|
000000121|000008493|
000000121|000008489|
000000121|000008485|
000000121|000010621|
000000121|000010627|
000000121|000008521|
000000121|000010154|
000000121|000010620|
000000121|000009242|
000000121|000010391|
000000121|000008473|
000000121|000008477|
000000121|000010626|
000000122|000010268|
000000122|000010399|
000000122|000010620|
000000122|000008481|
000000122|000010463|
000000122|000010391|
000000122|000010627|
000000122|000010621|
000000122|000010459|
000000122|000010626|
000000122|000008777|
000000122|000008770|
000000122|000008477|
000000122|000008521|
000000122|000009834|
000000122|000008355|
000000122|000008374|
000000122|000010367|
000000122|000008473|
000000122|000008485|
000000122|000008489|
000000122|000008493|
000000122|000009732|
000000122|000009842|
000000123|000010399|
000000123|000008473|
000000123|000008493|
000000123|000010627|
000000123|000008777|
000000123|000009834|
000000123|000010367|
000000123|000010626|
000000123|000010459|
000000123|000010620|
000000123|000008489|
000000123|000010391|
000000123|000010268|
000000123|000009842|
000000123|000009732|
000000123|000008770|
000000123|000008485|
000000123|000008374|
000000123|000008477|
000000123|000008521|
000000123|000008481|
000000123|000010621|
000000123|000008355|
000000123|000010463|
000000124|000010621|
000000124|000008477|
000000124|000010367|
000000124|000010463|
000000124|000009842|
000000124|000010627|
000000124|000008485|
000000124|000008374|
000000124|000009732|
000000124|000010620|
000000124|000008355|
000000124|000010459|
000000124|000008770|
000000124|000008493|
000000124|000010391|
000000124|000008777|
000000124|000008489|
000000124|000008521|
000000124|000009834|
000000124|000008481|
000000124|000008473|
000000124|000010268|
000000124|000010399|
000000124|000010626|
000000125|000010627|
000000125|000008770|
000000125|000010459|
000000125|000010463|
000000125|000010621|
000000125|000008477|
000000125|000009850|
000000125|000008374|
000000125|000009189|
000000125|000008473|
000000125|000008355|
000000125|000010620|
000000125|000008485|
000000125|000010399|
000000125|000008489|
000000125|000009842|
000000125|000008493|
000000125|000010154|
000000125|000008777|
000000125|000010626|
000000125|000010391|
000000125|000008481|
000000125|000008521|
000000125|000010367|
000000125|000009834|
000000125|000009732|
000000125|000010268|
000000126|000008355|
000000126|000010620|
000000126|000008777|
000000126|000010268|
000000126|000010627|
000000126|000008481|
000000126|000009842|
000000126|000010621|
000000126|000009242|
000000126|000010367|
000000126|000009732|
000000126|000008493|
000000126|000010391|
000000126|000008489|
000000126|000008485|
000000126|000010399|
000000126|000008473|
000000126|000010626|
000000126|000010154|
000000126|000009850|
000000126|000008374|
000000126|000009834|
000000126|000010459|
000000126|000008477|
000000126|000008770|
000000126|000008521|
000000126|000010463|
000000127|000008481|
000000127|000010621|
000000127|000008770|
000000127|000009850|
000000127|000009732|
000000127|000010627|
000000127|000008489|
000000127|000009242|
000000127|000008473|
000000127|000010626|
000000127|000009834|
000000127|000010399|
000000127|000010391|
000000127|000008477|
000000127|000010620|
000000127|000010367|
000000127|000008374|
000000127|000010268|
000000127|000010459|
000000127|000009842|
000000127|000008355|
000000127|000008521|
000000127|000010463|
000000127|000008777|
000000127|000008493|
000000127|000008485|
000000127|000010154|
000000128|000008489|
000000128|000008493|
000000128|000010154|
000000128|000008481|
000000128|000009732|
000000128|000009842|
000000128|000009850|
000000128|000010268|
000000128|000008777|
000000128|000009247|
000000128|000008355|
000000128|000009834|
000000128|000010621|
000000128|000010459|
000000128|000008521|
000000128|000010399|
000000128|000008770|
000000128|000010391|
000000128|000010463|
000000128|000010620|
000000128|000010626|
000000128|000010367|
000000128|000010627|
000000128|000008477|
000000128|000008374|
000000128|000008473|
000000128|000008485|
000000129|000010620|
000000129|000008374|
000000129|000008355|
000000129|000008521|
000000129|000010399|
000000129|000009834|
000000129|000008481|
000000129|000008493|
000000129|000008473|
000000129|000008485|
000000129|000010459|
000000129|000010268|
000000129|000010367|
000000129|000009842|
000000129|000010463|
000000129|000009732|
000000129|000010621|
000000129|000010627|
000000129|000008770|
000000129|000008477|
000000129|000008777|
000000129|000010391|
000000129|000008489|
000000129|000010626|
000000131|000008493|
000000131|000009732|
000000131|000009842|
000000131|000010268|
000000131|000008777|
000000131|000010459|
000000131|000010391|
000000131|000010627|
000000131|000008477|
000000131|000010463|
000000131|000010367|
000000131|000009850|
000000131|000008521|
000000131|000008473|
000000131|000008485|
000000131|000008489|
000000131|000010621|
000000131|000008481|
000000131|000008374|
000000131|000010626|
000000131|000010620|
000000131|000008355|
000000131|000010399|
000000131|000009834|
000000131|000008770|
000000132|000008493|
000000132|000010620|
000000132|000010627|
000000132|000009834|
000000132|000009732|
000000132|000010367|
000000132|000008477|
000000132|000010459|
000000132|000010399|
000000132|000010463|
000000132|000010621|
000000132|000008485|
000000132|000008355|
000000132|000009842|
000000132|000010391|
000000132|000008770|
000000132|000010626|
000000132|000008777|
000000132|000010268|
000000132|000008489|
000000132|000008473|
000000132|000008374|
000000132|000008481|
000000134|000010367|
000000134|000009842|
000000134|000010459|
000000134|000010620|
000000134|000010391|
000000134|000010627|
000000134|000010154|
000000134|000008473|
000000134|000010268|
000000134|000008489|
000000134|000008355|
000000134|000008493|
000000134|000009834|
000000134|000008777|
000000134|000008485|
000000134|000008521|
000000134|000008374|
000000134|000009850|
000000134|000008770|
000000134|000008477|
000000134|000010621|
000000134|000008481|
000000134|000010463|
000000134|000010399|
000000134|000009732|
