leader_id|attached_id|
000002353|000000534|
000002353|000000535|
000002354|000000534|
000002354|000000535|
000001581|000000953|
000001581|000000952|
000001581|000003876|
000001581|000002570|
000001584|000002570|
000001584|000003876|
000001584|000000952|
000001589|000001142|
000003815|000003826|
000003812|000002683|
000002090|000001177|
000002090|000002613|
000002090|000002797|
000002090|000003948|
000002090|000003824|
000002090|000000849|
000002090|000003949|
000002090|000000070|
000002090|000002767|
000002090|000002587|
000002090|000002683|
000002090|000000882|
000002090|000002684|
000002090|000003843|
000002090|000003827|
000002090|000003826|
000002090|000000903|
000002090|000000305|
000002090|000002685|
000002090|000000381|
000002090|000003950|
000002090|000000848|
000002090|000000382|
000002090|000002799|
000002090|000000303|
000002090|000003842|
000002090|000003816|
000002090|000002783|
000002090|000002587|
000002090|000003816|
000002090|000003825|
000002090|000003821|
000002090|000002683|
000002090|000001157|
000002090|000001606|
000002090|000003822|
000002090|000002614|
000002090|000002612|
000002468|000000118|
000002468|000000231|
000002468|000000318|
000002468|000002302|
000002468|000001183|
000002468|000000230|
000002468|000000104|
000002468|000003873|
000002472|000000908|
000002472|000002507|
000002472|000002481|
000002472|000000909|
000002472|000000894|
000002472|000000903|
000001344|000000315|
000001344|000000324|
000001344|000000064|
000001344|000000147|
000001345|000002806|
000001345|000002718|
000001346|000000070|
000001346|000002799|
000001346|000000305|
000001346|000001606|
000001346|000000315|
000001346|000002798|
000001346|000002255|
000001346|000001157|
000001346|000000126|
000001346|000002797|
000001346|000002098|
000001346|000002780|
000001346|000003698|
000001346|000002783|
000001346|000002772|
000001346|000000303|
000001346|000000071|
000002234|000000071|
000002234|000000126|
000002234|000001157|
000002234|000002255|
000002234|000000303|
000002234|000002783|
000002234|000002797|
000002234|000002798|
000002234|000002780|
000002234|000001606|
000002234|000000315|
000002234|000003698|
000002473|000002099|
000002473|000000103|
000002473|000001177|
000002473|000002781|
000002266|000002783|
000002266|000002798|
000002266|000000326|
000002266|000001606|
000002266|000000303|
000002266|000002797|
000002266|000000315|
000002266|000000305|
000002266|000002255|
000002266|000002270|
000002266|000000070|
000002266|000000126|
000002266|000002780|
000002266|000002799|
000002266|000003698|
000002266|000002098|
000002266|000001157|
000002266|000002202|
000000151|000003874|
000000151|000000315|
000000151|000000324|
000000151|000001154|
000000151|000000147|
000000151|000000165|
000000151|000002776|
000000152|000000147|
000000152|000001154|
000000152|000002799|
000000152|000000303|
000000152|000001606|
000000152|000000305|
000000152|000001157|
000000152|000000126|
000000152|000002098|
000000152|000002780|
000000152|000002255|
000000152|000000070|
000000152|000002772|
000000152|000002783|
000000152|000003698|
000000152|000002797|
000000152|000002103|
000000152|000000315|
000000152|000002798|
000000152|000000071|
000000152|000000061|
000000153|000001997|
000000153|000002285|
000000153|000003836|
000000157|000002737|
000000157|000003837|
000000158|000002783|
000000158|000002798|
000000158|000000326|
000000158|000001606|
000000158|000000303|
000000158|000002255|
000000158|000000315|
000000158|000000305|
000000158|000000070|
000000158|000002270|
000000158|000000126|
000000158|000002797|
000000158|000002780|
000000158|000002799|
000000158|000003698|
000000158|000002098|
000000158|000001157|
000000158|000002202|
000000159|000000241|
000000159|000002712|
000000159|000000116|
000000160|000000147|
000000160|000001154|
000000160|000001606|
000000160|000000326|
000000160|000002798|
000000160|000002797|
000000160|000000315|
000000160|000000305|
000000160|000002255|
000000160|000000061|
000000160|000002780|
000000160|000002783|
000000160|000000070|
000000160|000001157|
000000160|000000126|
000000160|000003698|
000000160|000002799|
000000160|000000303|
000000160|000002202|
000000160|000002270|
000000160|000002098|
000000164|000003837|
000000164|000002737|
000000169|000000061|
000000169|000002103|
000000169|000002772|
000000169|000002098|
000000169|000000126|
000000169|000001157|
000000169|000002780|
000000169|000002783|
000000169|000002797|
000000169|000000315|
000000169|000000071|
000000169|000000070|
000000169|000002798|
000000169|000000305|
000000169|000001606|
000000169|000000303|
000000169|000002799|
000000169|000001154|
000000169|000002255|
000000169|000000147|
000000169|000003698|
000000218|000000305|
000000218|000001606|
000000218|000000071|
000000218|000000315|
000000218|000002798|
000000218|000002255|
000000218|000001157|
000000218|000003698|
000000218|000002797|
000000218|000000126|
000000218|000002780|
000000218|000000070|
000000218|000002799|
000000218|000002783|
000000218|000000303|
000000218|000002098|
000000219|000003873|
000000219|000000118|
000000219|000000318|
000000219|000000231|
000000219|000002302|
000000219|000000230|
000000219|000001183|
000000225|000000305|
000000225|000001606|
000000225|000000071|
000000225|000000315|
000000225|000002798|
000000225|000000303|
000000225|000002285|
000000225|000000070|
000000225|000002255|
000000225|000001157|
000000225|000000126|
000000225|000002797|
000000225|000003698|
000000225|000002780|
000000225|000001997|
000000225|000003836|
000000225|000002783|
000000225|000002799|
000000225|000002098|
000000226|000002098|
000000226|000000126|
000000226|000003698|
000000226|000001157|
000000226|000002255|
000000226|000002780|
000000226|000002783|
000000226|000002797|
000000226|000000303|
000000226|000002798|
000000226|000000315|
000000226|000000071|
000000226|000001606|
000000226|000000305|
000000226|000000070|
000000226|000002799|
000000300|000001183|
000000300|000000230|
000000300|000002302|
000000300|000003873|
000000300|000000231|
000000300|000000318|
000000300|000000104|
000000300|000000118|
000000301|000000322|
000000304|000000303|
000000306|000000326|
000000306|000000303|
000000306|000000305|
000000306|000000134|
000000317|000000318|
000000317|000003873|
000000317|000000230|
000000317|000001183|
000000317|000002302|
000000317|000000231|
000000317|000000118|
000000317|000000104|
000000373|000000384|
000000373|000000382|
000000374|000000384|
000000374|000000382|
000000375|000000384|
000000375|000000382|
000000376|000000382|
000000376|000000384|
000000377|000000382|
000000377|000000384|
000000379|000000381|
000000379|000000388|
000000380|000000383|
000000399|000000381|
000000399|000000397|
000001527|000000241|
000001527|000002712|
000001527|000000116|
000002569|000000946|
000002569|000002571|
000002518|000001450|
000002518|000000882|
000002519|000001450|
000002519|000000882|
000002520|000002522|
000002520|000002523|
000002520|000002521|
000000001|000003861|
000000001|000000021|
000000001|000000016|
000000002|000000024|
000000003|000000023|
000000003|000000033|
000000004|000000016|
000000004|000003861|
000000006|000000024|
000000007|000000033|
000000008|000000024|
000000839|000000841|
000000839|000000842|
000000839|000000843|
000000839|000000844|
000000839|000000848|
000000839|000000849|
000000840|000000841|
000000840|000000842|
000000840|000000843|
000000840|000000844|
000000840|000000848|
000000840|000000849|
000003815|000003825|
000003815|000003816|
000002760|000003826|
000002760|000000303|
000002760|000003822|
000002760|000002797|
000002760|000000070|
000002760|000003827|
000002760|000002683|
000002760|000000903|
000002760|000003843|
000002760|000001606|
000002760|000003950|
000002760|000002767|
000002760|000002612|
000002760|000003816|
000002760|000002684|
000002760|000002799|
000002760|000003825|
000002760|000003949|
000002760|000000382|
000002760|000001157|
000002760|000002587|
000002760|000003813|
000002760|000003824|
000002760|000003821|
000002760|000002783|
000002760|000000882|
000002760|000002685|
000002760|000003816|
000002760|000003818|
000002760|000002587|
000002760|000003948|
000002760|000001177|
000002760|000000305|
000002760|000000848|
000002760|000000849|
000002760|000003842|
000002760|000000381|
000002760|000002683|
000002760|000002613|
000002760|000002614|
000002762|000002509|
000002762|000002587|
000002763|000002509|
000002763|000002587|
000002764|000002509|
000002764|000002587|
000002765|000002509|
000002765|000002587|
000000284|000000322|
000000285|000000315|
000000285|000000303|
000000285|000000305|
000000285|000000071|
000000285|000001606|
000000285|000002798|
000000285|000002780|
000000285|000002797|
000000285|000001157|
000000286|000000303|
000000286|000000305|
000000286|000000315|
000000287|000000322|
000000288|000000322|
000000288|000000323|
000000292|000001183|
000000292|000000230|
000000292|000002302|
000000292|000003873|
000000292|000000231|
000000292|000000318|
000000292|000000104|
000000292|000000118|
000000297|000000303|
000000297|000000315|
000000297|000000305|
000000297|000000326|
000001016|000001020|
000001017|000001035|
000001032|000001020|
000001033|000001020|
000001037|000001044|
000001038|000001371|
000001038|000001372|
000001041|000001371|
000001041|000001372|
000001053|000001371|
000001053|000001056|
000001053|000001372|
000001054|000001371|
000001054|000001372|
000001055|000001044|
000001058|000001044|
000001367|000001044|
000001368|000001044|
000001369|000001044|
000001556|000000958|
000001647|000001142|
000002460|000001371|
000002460|000001372|
000000009|000000045|
000000010|000000027|
000000011|000000025|
000000012|000000016|
000000012|000000044|
000000012|000000038|
000000012|000000021|
000000012|000000020|
000000012|000003861|
000000013|000003861|
000000013|000000020|
000000013|000000019|
000000013|000000016|
000000013|000000021|
000000013|000000044|
000000014|000000033|
000000015|000003861|
000000015|000000016|
000000015|000000020|
000000015|000000044|
000000015|000000019|
000000015|000000021|
000002477|000000841|
000002477|000000842|
000002477|000000843|
000002477|000000844|
000002477|000000848|
000002477|000000849|
000002478|000000849|
000002478|000000848|
000002291|000002712|
000002291|000000116|
000002291|000000241|
000002296|000000126|
000002296|000003698|
000002296|000001157|
000002296|000002255|
000002296|000000070|
000002296|000002780|
000002296|000002783|
000002296|000002797|
000002296|000000305|
000002296|000002798|
000002296|000000315|
000002296|000000071|
000002296|000001606|
000002296|000000303|
000002296|000002799|
000002488|000000017|
000002488|000003691|
000002488|000003692|
000002489|000002494|
000002490|000002496|
000002491|000002494|
000002492|000002494|
000002493|000002496|
000001104|000001112|
000001106|000001114|
000001162|000001160|
000001162|000001523|
000001162|000000310|
000001165|000000071|
000001167|000000241|
000001167|000002712|
000001167|000000116|
000001172|000000103|
000001172|000002781|
000001172|000002099|
000001172|000001177|
000001174|000001157|
000001174|000000070|
000001174|000000071|
000001174|000001997|
000001174|000001606|
000001174|000002255|
000001174|000000315|
000001174|000002098|
000001174|000002797|
000001174|000000126|
000001174|000002780|
000001174|000002783|
000001174|000002799|
000001174|000003698|
000001174|000003836|
000001174|000000303|
000001174|000000305|
000001174|000002285|
000001174|000002798|
000001182|000000241|
000001182|000002712|
000001182|000000116|
000002500|000001020|
000000577|000000594|
000002375|000002374|
000002375|000002613|
000004062|000004064|
000002100|000002797|
000002100|000002772|
000002100|000003698|
000002100|000002780|
000002100|000000126|
000002100|000002783|
000002100|000000305|
000002100|000002798|
000002100|000000315|
000002100|000002255|
000002100|000001606|
000002100|000000070|
000002100|000000071|
000002100|000002799|
000002100|000001157|
000002100|000000303|
000002105|000003873|
000002105|000000231|
000002105|000000318|
000002105|000002302|
000002105|000000230|
000002105|000001183|
000002105|000000118|
000002108|000000534|
000002108|000000535|
000002109|000002110|
000000063|000000241|
000000063|000002712|
000000063|000000116|
000000073|000000303|
000000073|000002772|
000000073|000002783|
000000073|000003698|
000000073|000002780|
000000073|000002098|
000000073|000002798|
000000073|000000315|
000000073|000001606|
000000073|000000126|
000000073|000000305|
000000073|000002255|
000000073|000000071|
000000073|000001157|
000000073|000002799|
000000073|000002797|
000000073|000000070|
000002589|000002590|
000000634|000000648|
000000634|000002471|
000000634|000000644|
000000639|000000646|
000000640|000000646|
000000641|000000650|
000000642|000000650|
000000643|000000648|
000002688|000000471|
000002688|000000475|
000002688|000002687|
000002694|000000484|
000002694|000002691|
000002694|000002692|
000002701|000002779|
000002701|000000310|
000002701|000001159|
000002701|000000128|
000002701|000002806|
000002701|000002718|
000002701|000001160|
000002701|000001668|
000002702|000000241|
000002702|000002712|
000002702|000000116|
000002605|000002612|
000002605|000002615|
000002605|000003898|
000002605|000003893|
000002605|000002616|
000002606|000002612|
000002606|000002615|
000002607|000002615|
000002607|000002612|
000002609|000002612|
000002622|000002627|
000002623|000002627|
000002623|000002631|
000002623|000002630|
000002625|000002627|
000002625|000002631|
000002625|000002630|
000002626|000002627|
000002707|000000305|
000002707|000001606|
000002707|000002780|
000002707|000002799|
000002707|000000315|
000002707|000002798|
000002707|000000070|
000002707|000002255|
000002707|000001157|
000002707|000002783|
000002707|000000126|
000002707|000000303|
000002707|000003698|
000002707|000002797|
000002707|000000071|
000002708|000003874|
000002708|000000324|
000002708|000000315|
000002708|000000147|
000002708|000002776|
000002709|000003698|
000002709|000000303|
000002709|000002799|
000002709|000000315|
000002709|000002798|
000002709|000000305|
000002709|000000070|
000002709|000002255|
000002709|000001157|
000002709|000002783|
000002709|000002772|
000002709|000002780|
000002709|000000071|
000002709|000002797|
000002709|000001606|
000002713|000003698|
000002713|000000070|
000002713|000002799|
000002713|000000315|
000002713|000002255|
000002713|000002783|
000002713|000000071|
000002713|000000305|
000002713|000002772|
000002726|000000305|
000002726|000000126|
000002726|000000303|
000002726|000001606|
000002726|000002799|
000002726|000000070|
000002726|000002772|
000002731|000002732|
000002731|000002590|
000002738|000000147|
000002738|000000324|
000002738|000003874|
000002738|000000064|
000002738|000000315|
000002738|000002776|
000002748|000002712|
000002748|000000116|
000002748|000000241|
000002750|000001044|
000002754|000001020|
000002755|000001020|
000002792|000001157|
000002792|000000303|
000002792|000001606|
000002792|000002798|
000002792|000000126|
000002792|000002780|
000002792|000002797|
000002793|000001606|
000002793|000001157|
000002793|000002783|
000002793|000000315|
000002793|000002255|
000002793|000002798|
000002793|000000303|
000002793|000002797|
000002793|000002780|
000002793|000003698|
000002793|000000126|
000002794|000002797|
000002794|000000303|
000002794|000001606|
000002794|000001157|
000002794|000002798|
000002794|000002780|
000002795|000001606|
000002795|000002798|
000002795|000002255|
000002795|000000315|
000002795|000002780|
000002795|000002783|
000002795|000001157|
000002795|000002797|
000002795|000000303|
000002795|000003698|
000002796|000000126|
000002796|000002798|
000002796|000002255|
000002796|000000315|
000002796|000002780|
000002796|000002783|
000002796|000001157|
000002796|000002797|
000002796|000000303|
000002796|000001606|
000002796|000003698|
000002802|000000324|
000002803|000000326|
000002803|000000303|
000002803|000000305|
000002804|000000326|
000002804|000000303|
000002804|000000305|
000002805|000000323|
000003592|000001044|
000003597|000001020|
000003600|000001044|
000003709|000000021|
000003709|000000016|
000003709|000003861|
000003946|000003950|
000003946|000004001|
000003938|000003976|
000003943|000003976|
000003943|000003977|
000003947|000003948|
000003940|000003949|
000003889|000003893|
000004065|000004044|
000004065|000004064|
000004062|000004050|
000003938|000003948|
000000716|000002612|
000003941|000003950|
000003939|000003948|
000003838|000000303|
000003838|000000315|
000003838|000001606|
000003838|000002780|
000003838|000002798|
000003838|000001157|
000003838|000000126|
000003838|000002098|
000003838|000002255|
000003838|000003698|
000003838|000002783|
000003838|000002797|
000003838|000000071|
000003839|000003843|
000003839|000003842|
000003840|000003843|
000003840|000003842|
000003841|000003843|
000003841|000003842|
000003844|000003849|
000003844|000003851|
000003845|000003849|
000003845|000003851|
000003846|000003853|
000003847|000003857|
000003847|000003853|
000003848|000003856|
000003848|000003849|
000003848|000003851|
000003924|000003929|
000003926|000003929|
000003871|000002780|
000003871|000002783|
000003872|000002780|
000003872|000002783|
000003880|000003881|
000003889|000002613|
000003891|000002614|
000004100|000001144|
000004102|000001112|
000001355|000003876|
000001355|000002570|
000001355|000000952|
000001129|000001132|
000001138|000001142|
000001139|000001145|
000001394|000002615|
000001394|000002746|
000001394|000002614|
000001394|000002612|
000001394|000002613|
000001396|000002614|
000001396|000002615|
000001396|000002613|
000001396|000002612|
000001400|000000597|
000001400|000000598|
000001400|000000613|
000000846|000000845|
000002677|000000230|
000002677|000000231|
000002677|000000318|
000002677|000002302|
000002677|000001183|
000002677|000003873|
000002677|000000118|
000002678|000001154|
000002678|000003698|
000002678|000000147|
000002678|000000315|
000002678|000000070|
000002678|000002255|
000002678|000002783|
000002678|000000303|
000002678|000002725|
000002678|000002103|
000002678|000000061|
000002678|000002799|
000002678|000000305|
000000079|000000230|
000000079|000002302|
000000079|000000318|
000000079|000000231|
000000079|000001183|
000000079|000003873|
000000079|000000118|
000000081|000001606|
000000081|000002783|
000000081|000000071|
000000081|000000303|
000000081|000000305|
000000081|000000315|
000000081|000000070|
000000081|000002799|
000000081|000002255|
000000081|000002772|
000000081|000003698|
000000083|000000165|
000000083|000000315|
000000083|000000324|
000000083|000003874|
000000083|000000147|
000000083|000002776|
000000112|000000315|
000000112|000000324|
000000112|000002737|
000000112|000003837|
000000112|000003874|
000000112|000000147|
000000112|000002776|
000000115|000003873|
000000115|000000231|
000000115|000000318|
000000115|000002302|
000000115|000000230|
000000115|000001183|
000000115|000000118|
000000135|000003873|
000000135|000000231|
000000135|000000318|
000000135|000002302|
000000135|000000230|
000000135|000001183|
000000135|000000118|
000000140|000002798|
000000140|000002780|
000000140|000002797|
000000140|000000326|
000000140|000000305|
000000140|000000303|
000000140|000001606|
000000140|000000070|
000000140|000002799|
000000140|000002202|
000000140|000001157|
000000140|000002270|
000000148|000002103|
000000148|000000326|
000000148|000000303|
000000148|000000305|
000000148|000002799|
000000148|000000315|
000000148|000002202|
000000148|000000061|
000000148|000000070|
000000148|000001154|
000000148|000000147|
000002593|000002598|
000002593|000002599|
000002594|000002598|
000002594|000002599|
000002595|000002599|
000002596|000002598|
000002597|000002598|
000002597|000002603|
000000402|000003701|
000000402|000003699|
000000402|000003700|
000000404|000000411|
000000404|000000412|
000000405|000000411|
000000405|000000412|
000000406|000003699|
000000406|000003700|
000000406|000003701|
000000408|000000411|
000000408|000000413|
000000408|000000412|
000000410|000000422|
000001536|000000021|
000001536|000000016|
000001536|000003861|
000001536|000000020|
000001536|000000038|
000001536|000000044|
000001537|000000033|
000000874|000004074|
000002760|000004074|
000000874|000002685|
000000874|000001606|
000000874|000001177|
000000874|000002614|
000000874|000002783|
000000874|000000305|
000000874|000000382|
000000874|000002684|
000000874|000003949|
000000874|000000903|
000000874|000001157|
000000874|000002587|
000000874|000000849|
000000874|000002799|
000000874|000003950|
000000874|000002613|
000000874|000003948|
000000874|000003822|
000000874|000003816|
000000874|000000070|
000000874|000003818|
000000874|000002797|
000000874|000000381|
000000874|000003843|
000000874|000000882|
000000874|000002587|
000000874|000003824|
000000874|000003825|
000000874|000002612|
000000874|000003842|
000000874|000000848|
000000874|000002683|
000000874|000002683|
000000874|000002767|
000000874|000003827|
000000874|000000303|
000000877|000000382|
000000876|000002684|
000000876|000000381|
000000876|000001157|
000000876|000000849|
000000876|000002783|
000000876|000002612|
000000876|000003843|
000000876|000003949|
000000876|000002683|
000000876|000001177|
000000876|000003827|
000000876|000002614|
000000876|000002799|
000000876|000001606|
000000876|000003813|
000000876|000000882|
000000876|000000903|
000000876|000003824|
000000876|000003842|
000000876|000003950|
000000876|000002587|
000000876|000000305|
000000876|000002587|
000000876|000002685|
000000876|000002613|
000000876|000003816|
000000876|000000848|
000000876|000003825|
000000876|000002797|
000000876|000002683|
000000876|000003948|
000000876|000000070|
000000876|000000382|
000000876|000002767|
000000876|000003822|
000000876|000000303|
000001579|000002685|
000003815|000003824|
000000877|000000849|
000000877|000003816|
000000877|000001606|
000000877|000002683|
000000877|000002587|
000000877|000000305|
000000877|000003825|
000000877|000003824|
000000877|000001157|
000000877|000003816|
000000877|000002783|
000000877|000000303|
000000877|000002685|
000000877|000002683|
000000877|000003843|
000000877|000003827|
000000877|000004074|
000000877|000002684|
000000877|000000848|
000000877|000000070|
000000877|000003821|
000000877|000003818|
000000877|000003822|
000000877|000003842|
000000877|000002587|
000000877|000002767|
000000877|000003949|
000000877|000003950|
000000877|000002799|
000000877|000002613|
000000877|000000381|
000000877|000001177|
000000877|000003813|
000000877|000003948|
000000877|000002797|
000000877|000000882|
000000877|000002614|
000000877|000000903|
000000877|000003826|
000000877|000002612|
000000889|000002615|
000000889|000002746|
000000889|000002614|
000000889|000002612|
000000889|000002613|
000000898|000002066|
000000898|000000904|
000000899|000002481|
000000899|000002507|
000000899|000000894|
000000899|000000903|
000000899|000000908|
000000899|000000909|
000000900|000000908|
000000900|000002481|
000000900|000000909|
000000900|000000894|
000000900|000000903|
000000901|000000908|
000000901|000002507|
000000901|000002481|
000000901|000000909|
000000901|000000894|
000000901|000000903|
000000902|000000908|
000000902|000002507|
000000902|000002481|
000000902|000000909|
000000902|000000894|
000000902|000000903|
000000924|000000952|
000000924|000000947|
000000925|000002570|
000000925|000000952|
000000928|000002570|
000000928|000002571|
000000928|000000946|
000000928|000000952|
000000929|000003876|
000000929|000002570|
000000929|000000952|
000000930|000000947|
000000931|000000957|
000000932|000003582|
000000932|000000957|
000000933|000002570|
000000933|000003583|
000000933|000003876|
000000933|000000952|
000000934|000002570|
000000934|000003584|
000000934|000003876|
000000934|000000952|
000000935|000000957|
000000936|000000946|
000000936|000003876|
000000936|000000952|
000000936|000002571|
000000936|000002570|
000000938|000002570|
000000938|000003876|
000000938|000000952|
000000939|000000947|
000000940|000000957|
000000941|000003876|
000000941|000003583|
000000941|000002570|
000000941|000000952|
000000942|000003876|
000000942|000003584|
000000942|000002570|
000000942|000000952|
000000943|000000957|
000000944|000002570|
000000944|000000966|
000000944|000003876|
000000944|000000952|
000001546|000000514|
000001361|000000382|
000001361|000000384|
000001362|000000382|
000001362|000000384|
000002773|000001157|
000002773|000002098|
000002773|000003698|
000002773|000002799|
000002773|000002780|
000002773|000000126|
000002773|000000305|
000002773|000000315|
000002773|000002797|
000002773|000002783|
000002773|000000070|
000002773|000001606|
000002773|000002255|
000002773|000002202|
000002773|000002270|
000002773|000000326|
000002773|000000303|
000002773|000002798|
000002775|000001157|
000002775|000002098|
000002775|000003698|
000002775|000002799|
000002775|000002780|
000002775|000000126|
000002775|000000305|
000002775|000000315|
000002775|000002797|
000002775|000002783|
000002775|000000070|
000002775|000001606|
000002775|000002255|
000002775|000002202|
000002775|000002270|
000002775|000000326|
000002775|000000303|
000002775|000002798|
000003693|000000534|
000003693|000000536|
000003693|000000535|
000003702|000002588|
000003702|000000413|
000003703|000002588|
000003703|000000413|
000003704|000002588|
000003704|000000413|
000003707|000000021|
000003707|000000016|
000003707|000003861|
000003707|000000020|
000003707|000000038|
000003707|000000044|
000003711|000000958|
000003712|000000946|
000003712|000002571|
000003714|000002066|
000003714|000000904|
000003812|000004074|
000003812|000003818|
000003812|000002685|
000003812|000002684|
000003812|000002587|
000003812|000002767|
000003814|000003822|
000003814|000003821|
000001553|000004075|
000003815|000003827|
000003829|000002767|
000003831|000000126|
000003831|000003698|
000003831|000002780|
000003831|000001157|
000003831|000002783|
000003831|000002255|
000003831|000002797|
000003831|000000305|
000003831|000002798|
000003831|000000070|
000003831|000000315|
000003831|000000303|
000003831|000002772|
000003831|000001606|
000003831|000002799|
000003832|000001997|
000003832|000002285|
000003833|000002737|
000001446|000001450|
000001446|000000882|
000001447|000001450|
000001447|000000882|
000001448|000001453|
000001449|000001454|
000001455|000001114|
000001456|000001115|
000001462|000002584|
000001462|000002583|
000001463|000001127|
000004103|000002630|
000001464|000002583|
000001464|000002584|
000001466|000001134|
000001467|000001132|
000001468|000001132|
000001469|000001132|
000001472|000001034|
000001472|000001474|
000001477|000000418|
000001477|000003699|
000001477|000003701|
000001477|000003700|
000001478|000003699|
000001478|000003700|
000001478|000003701|
000003815|000003822|
000003815|000003821|
000001579|000002683|
000001579|000001606|
000001579|000000882|
000001579|000002614|
000001579|000000305|
000001579|000003950|
000001579|000002683|
000001579|000000848|
000001579|000003948|
000001579|000003843|
000001579|000002799|
000001579|000003822|
000001579|000002613|
000001579|000002783|
000001579|000000070|
000001579|000003816|
000001579|000002684|
000001579|000000382|
000001579|000003825|
000001579|000002587|
000001579|000000381|
000001579|000003821|
000001579|000002797|
000001579|000002612|
000001579|000003816|
000001579|000003842|
000001579|000003824|
000001579|000002767|
000001579|000003827|
000001579|000001177|
000001579|000003826|
000001579|000003828|
000001579|000000303|
000001579|000001157|
000001579|000000849|
000001579|000003949|
000001579|000002587|
000001579|000000903|
000000499|000000476|
000000094|000000116|
000000094|000000241|
000000094|000002712|
000000282|000001183|
000000282|000000230|
000000282|000002302|
000000282|000003873|
000000282|000000231|
000000282|000000318|
000000282|000000104|
000000282|000000118|
000000283|000000322|
000000716|000002613|
000000716|000002614|
000000716|000002615|
000000716|000002746|
000000716|000003893|
000000719|000002746|
000000119|000001159|
000000119|000002779|
000000119|000002718|
000000119|000002806|
000000119|000000128|
000000119|000001668|
000000121|000001606|
000000121|000002797|
000000121|000000071|
000000121|000002780|
000000121|000002772|
000000121|000002783|
000000121|000000305|
000000121|000002798|
000000121|000000315|
000000121|000002255|
000000121|000002799|
000000121|000000070|
000000121|000000303|
000000121|000001157|
000000121|000003698|
000000127|000002099|
000000127|000000103|
